@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-R4,6-8,10,12,14'

@attribute team_a {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute team_b {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute spieltag numeric
@attribute saison_weight numeric
@attribute sun_a {S,U,N}
@attribute place_a numeric
@attribute place_b numeric
@attribute wins_pro_a numeric
@attribute points_pro_a numeric
@attribute wins_pro_b numeric
@attribute points_pro_b numeric
@attribute hg_01 numeric

@data
'Eintracht Frankfurt','SC Freiburg',10,1,S,17,6,0.294118,0.343137,0.441176,0.539216,1
'Borussia Dortmund','1. FC Kaiserslautern',10,1,N,3,8,0.470588,0.568627,0.441176,0.490196,1
'Hansa Rostock','VfL Wolfsburg',10,1,U,12,9,0.352941,0.421569,0.352941,0.460784,1
'SpVgg Unterhaching','Hamburger SV',10,1,S,16,13,0.235294,0.343137,0.294118,0.401961,1
'FC Schalke 04','Bayer 04 Leverkusen',10,1,U,2,4,0.529412,0.607843,0.5,0.558824,1
'1860 Munchen','Hertha BSC Berlin',10,1,N,11,5,0.352941,0.431373,0.529412,0.54902,1
'1. FC Koln','VfB Stuttgart',10,1,S,10,15,0.352941,0.45098,0.264706,0.372549,1
'VfL Bochum','FC Energie Cottbus',10,1,N,18,14,0.205882,0.264706,0.352941,0.382353,2
'FC Bayern Munchen','SV Werder Bremen',10,1,U,1,7,0.558824,0.617647,0.441176,0.519608,2
'SC Freiburg','Eintracht Frankfurt',10,1,N,6,17,0.441176,0.539216,0.294118,0.343137,2
'1. FC Kaiserslautern','Borussia Dortmund',10,1,S,8,3,0.441176,0.490196,0.470588,0.568627,2
'VfL Wolfsburg','Hansa Rostock',10,1,U,9,12,0.352941,0.460784,0.352941,0.421569,2
'Hamburger SV','SpVgg Unterhaching',10,1,N,13,16,0.294118,0.401961,0.235294,0.343137,2
'Bayer 04 Leverkusen','FC Schalke 04',10,1,U,4,2,0.5,0.558824,0.529412,0.607843,2
'Hertha BSC Berlin','1860 Munchen',10,1,S,5,11,0.529412,0.54902,0.352941,0.431373,2
'VfB Stuttgart','1. FC Koln',10,1,N,15,10,0.264706,0.372549,0.352941,0.45098,2
'Bayer 04 Leverkusen','Eintracht Frankfurt',11,1,S,4,17,0.5,0.558824,0.294118,0.343137,1
'Hamburger SV','SC Freiburg',11,1,S,13,6,0.294118,0.401961,0.441176,0.539216,1
'1. FC Kaiserslautern','FC Schalke 04',11,1,S,8,2,0.441176,0.490196,0.529412,0.607843,1
'VfB Stuttgart','Hansa Rostock',11,1,S,15,12,0.264706,0.372549,0.352941,0.421569,1
'Hertha BSC Berlin','SV Werder Bremen',11,1,S,5,7,0.529412,0.54902,0.441176,0.519608,1
'VfL Bochum','1860 Munchen',11,1,U,18,11,0.205882,0.264706,0.352941,0.431373,1
'FC Bayern Munchen','Borussia Dortmund',11,1,S,1,3,0.558824,0.617647,0.470588,0.568627,1
'SpVgg Unterhaching','1. FC Koln',11,1,U,16,10,0.235294,0.343137,0.352941,0.45098,1
'VfL Wolfsburg','FC Energie Cottbus',11,1,U,9,14,0.352941,0.460784,0.352941,0.382353,1
'Eintracht Frankfurt','Bayer 04 Leverkusen',11,1,N,17,4,0.294118,0.343137,0.5,0.558824,2
'SC Freiburg','Hamburger SV',11,1,N,6,13,0.441176,0.539216,0.294118,0.401961,2
'FC Schalke 04','1. FC Kaiserslautern',11,1,N,2,8,0.529412,0.607843,0.441176,0.490196,2
'Hansa Rostock','VfB Stuttgart',11,1,N,12,15,0.352941,0.421569,0.264706,0.372549,2
'SV Werder Bremen','Hertha BSC Berlin',11,1,N,7,5,0.441176,0.519608,0.529412,0.54902,2
'1860 Munchen','VfL Bochum',11,1,U,11,18,0.352941,0.431373,0.205882,0.264706,2
'Borussia Dortmund','FC Bayern Munchen',11,1,N,3,1,0.470588,0.568627,0.558824,0.617647,2
'1. FC Koln','SpVgg Unterhaching',11,1,U,10,16,0.352941,0.45098,0.235294,0.343137,2
'FC Energie Cottbus','VfL Wolfsburg',11,1,U,14,9,0.352941,0.382353,0.352941,0.460784,2
'Borussia Dortmund','Hertha BSC Berlin',12,1,S,3,5,0.470588,0.568627,0.529412,0.54902,1
'FC Schalke 04','FC Bayern Munchen',12,1,S,2,1,0.529412,0.607843,0.558824,0.617647,1
'Hansa Rostock','SpVgg Unterhaching',12,1,U,12,16,0.352941,0.421569,0.235294,0.343137,1
'SC Freiburg','Bayer 04 Leverkusen',12,1,N,6,4,0.441176,0.539216,0.5,0.558824,1
'1860 Munchen','VfL Wolfsburg',12,1,U,11,9,0.352941,0.431373,0.352941,0.460784,1
'1. FC Koln','Hamburger SV',12,1,S,10,13,0.352941,0.45098,0.294118,0.401961,1
'SV Werder Bremen','VfL Bochum',12,1,S,7,18,0.441176,0.519608,0.205882,0.264706,1
'FC Energie Cottbus','VfB Stuttgart',12,1,S,14,15,0.352941,0.382353,0.264706,0.372549,1
'Eintracht Frankfurt','1. FC Kaiserslautern',12,1,S,17,8,0.294118,0.343137,0.441176,0.490196,1
'Hertha BSC Berlin','Borussia Dortmund',12,1,N,5,3,0.529412,0.54902,0.470588,0.568627,2
'FC Bayern Munchen','FC Schalke 04',12,1,N,1,2,0.558824,0.617647,0.529412,0.607843,2
'SpVgg Unterhaching','Hansa Rostock',12,1,U,16,12,0.235294,0.343137,0.352941,0.421569,2
'Bayer 04 Leverkusen','SC Freiburg',12,1,S,4,6,0.5,0.558824,0.441176,0.539216,2
'VfL Wolfsburg','1860 Munchen',12,1,U,9,11,0.352941,0.460784,0.352941,0.431373,2
'Hamburger SV','1. FC Koln',12,1,N,13,10,0.294118,0.401961,0.352941,0.45098,2
'VfL Bochum','SV Werder Bremen',12,1,N,18,7,0.205882,0.264706,0.441176,0.519608,2
'VfB Stuttgart','FC Energie Cottbus',12,1,N,15,14,0.264706,0.372549,0.352941,0.382353,2
'1. FC Kaiserslautern','Eintracht Frankfurt',12,1,N,8,17,0.441176,0.490196,0.294118,0.343137,2
'VfB Stuttgart','1860 Munchen',13,1,U,15,11,0.264706,0.372549,0.352941,0.431373,1
'1. FC Kaiserslautern','SC Freiburg',13,1,N,8,6,0.441176,0.490196,0.441176,0.539216,1
'1. FC Koln','Hansa Rostock',13,1,S,10,12,0.352941,0.45098,0.352941,0.421569,1
'FC Bayern Munchen','Eintracht Frankfurt',13,1,N,1,17,0.558824,0.617647,0.294118,0.343137,1
'VfL Wolfsburg','SV Werder Bremen',13,1,U,9,7,0.352941,0.460784,0.441176,0.519608,1
'Hertha BSC Berlin','FC Schalke 04',13,1,N,5,2,0.529412,0.54902,0.529412,0.607843,1
'Hamburger SV','Bayer 04 Leverkusen',13,1,N,13,4,0.294118,0.401961,0.5,0.558824,1
'SpVgg Unterhaching','FC Energie Cottbus',13,1,S,16,14,0.235294,0.343137,0.352941,0.382353,1
'VfL Bochum','Borussia Dortmund',13,1,U,18,3,0.205882,0.264706,0.470588,0.568627,1
'1860 Munchen','VfB Stuttgart',13,1,U,11,15,0.352941,0.431373,0.264706,0.372549,2
'SC Freiburg','1. FC Kaiserslautern',13,1,S,6,8,0.441176,0.539216,0.441176,0.490196,2
'Hansa Rostock','1. FC Koln',13,1,N,12,10,0.352941,0.421569,0.352941,0.45098,2
'Eintracht Frankfurt','FC Bayern Munchen',13,1,S,17,1,0.294118,0.343137,0.558824,0.617647,2
'SV Werder Bremen','VfL Wolfsburg',13,1,U,7,9,0.441176,0.519608,0.352941,0.460784,2
'FC Schalke 04','Hertha BSC Berlin',13,1,S,2,5,0.529412,0.607843,0.529412,0.54902,2
'Bayer 04 Leverkusen','Hamburger SV',13,1,S,4,13,0.5,0.558824,0.294118,0.401961,2
'FC Energie Cottbus','SpVgg Unterhaching',13,1,N,14,16,0.352941,0.382353,0.235294,0.343137,2
'Borussia Dortmund','VfL Bochum',13,1,U,3,18,0.470588,0.568627,0.205882,0.264706,2
'FC Schalke 04','VfL Bochum',14,1,S,2,18,0.529412,0.607843,0.205882,0.264706,1
'Borussia Dortmund','VfL Wolfsburg',14,1,S,3,9,0.470588,0.568627,0.352941,0.460784,1
'FC Energie Cottbus','1. FC Koln',14,1,N,14,10,0.352941,0.382353,0.352941,0.45098,1
'SC Freiburg','FC Bayern Munchen',14,1,U,6,1,0.441176,0.539216,0.558824,0.617647,1
'Eintracht Frankfurt','Hertha BSC Berlin',14,1,N,17,5,0.294118,0.343137,0.529412,0.54902,1
'Hansa Rostock','Hamburger SV',14,1,S,12,13,0.352941,0.421569,0.294118,0.401961,1
'SV Werder Bremen','VfB Stuttgart',14,1,S,7,15,0.441176,0.519608,0.264706,0.372549,1
'1860 Munchen','SpVgg Unterhaching',14,1,N,11,16,0.352941,0.431373,0.235294,0.343137,1
'Bayer 04 Leverkusen','1. FC Kaiserslautern',14,1,S,4,8,0.5,0.558824,0.441176,0.490196,1
'VfL Bochum','FC Schalke 04',14,1,N,18,2,0.205882,0.264706,0.529412,0.607843,2
'VfL Wolfsburg','Borussia Dortmund',14,1,N,9,3,0.352941,0.460784,0.470588,0.568627,2
'1. FC Koln','FC Energie Cottbus',14,1,S,10,14,0.352941,0.45098,0.352941,0.382353,2
'FC Bayern Munchen','SC Freiburg',14,1,U,1,6,0.558824,0.617647,0.441176,0.539216,2
'Hertha BSC Berlin','Eintracht Frankfurt',14,1,S,5,17,0.529412,0.54902,0.294118,0.343137,2
'Hamburger SV','Hansa Rostock',14,1,N,13,12,0.294118,0.401961,0.352941,0.421569,2
'VfB Stuttgart','SV Werder Bremen',14,1,N,15,7,0.264706,0.372549,0.441176,0.519608,2
'SpVgg Unterhaching','1860 Munchen',14,1,S,16,11,0.235294,0.343137,0.352941,0.431373,2
'1. FC Kaiserslautern','Bayer 04 Leverkusen',14,1,N,8,4,0.441176,0.490196,0.5,0.558824,2
'Hertha BSC Berlin','SC Freiburg',15,1,U,5,6,0.529412,0.54902,0.441176,0.539216,1
'VfL Wolfsburg','FC Schalke 04',15,1,S,9,2,0.352941,0.460784,0.529412,0.607843,1
'1. FC Koln','1860 Munchen',15,1,S,10,11,0.352941,0.45098,0.352941,0.431373,1
'VfL Bochum','Eintracht Frankfurt',15,1,S,18,17,0.205882,0.264706,0.294118,0.343137,1
'VfB Stuttgart','Borussia Dortmund',15,1,N,15,3,0.264706,0.372549,0.470588,0.568627,1
'FC Bayern Munchen','Bayer 04 Leverkusen',15,1,S,1,4,0.558824,0.617647,0.5,0.558824,1
'1. FC Kaiserslautern','Hamburger SV',15,1,S,8,13,0.441176,0.490196,0.294118,0.401961,1
'FC Energie Cottbus','Hansa Rostock',15,1,S,14,12,0.352941,0.382353,0.352941,0.421569,1
'SpVgg Unterhaching','SV Werder Bremen',15,1,U,16,7,0.235294,0.343137,0.441176,0.519608,1
'SC Freiburg','Hertha BSC Berlin',15,1,U,6,5,0.441176,0.539216,0.529412,0.54902,2
'FC Schalke 04','VfL Wolfsburg',15,1,N,2,9,0.529412,0.607843,0.352941,0.460784,2
'1860 Munchen','1. FC Koln',15,1,N,11,10,0.352941,0.431373,0.352941,0.45098,2
'Eintracht Frankfurt','VfL Bochum',15,1,N,17,18,0.294118,0.343137,0.205882,0.264706,2
'Borussia Dortmund','VfB Stuttgart',15,1,S,3,15,0.470588,0.568627,0.264706,0.372549,2
'Bayer 04 Leverkusen','FC Bayern Munchen',15,1,N,4,1,0.5,0.558824,0.558824,0.617647,2
'Hamburger SV','1. FC Kaiserslautern',15,1,N,13,8,0.294118,0.401961,0.441176,0.490196,2
'Hansa Rostock','FC Energie Cottbus',15,1,N,12,14,0.352941,0.421569,0.352941,0.382353,2
'SV Werder Bremen','SpVgg Unterhaching',15,1,U,7,16,0.441176,0.519608,0.235294,0.343137,2
'Eintracht Frankfurt','VfL Wolfsburg',16,1,N,17,9,0.294118,0.343137,0.352941,0.460784,1
'Borussia Dortmund','SpVgg Unterhaching',16,1,S,3,16,0.470588,0.568627,0.235294,0.343137,1
'FC Schalke 04','VfB Stuttgart',16,1,S,2,15,0.529412,0.607843,0.264706,0.372549,1
'1860 Munchen','Hansa Rostock',16,1,S,11,12,0.352941,0.431373,0.352941,0.421569,1
'SC Freiburg','VfL Bochum',16,1,S,6,18,0.441176,0.539216,0.205882,0.264706,1
'1. FC Kaiserslautern','FC Bayern Munchen',16,1,U,8,1,0.441176,0.490196,0.558824,0.617647,1
'SV Werder Bremen','1. FC Koln',16,1,S,7,10,0.441176,0.519608,0.352941,0.45098,1
'Hamburger SV','FC Energie Cottbus',16,1,S,13,14,0.294118,0.401961,0.352941,0.382353,1
'Bayer 04 Leverkusen','Hertha BSC Berlin',16,1,S,4,5,0.5,0.558824,0.529412,0.54902,1
'VfL Wolfsburg','Eintracht Frankfurt',16,1,S,9,17,0.352941,0.460784,0.294118,0.343137,2
'SpVgg Unterhaching','Borussia Dortmund',16,1,N,16,3,0.235294,0.343137,0.470588,0.568627,2
'VfB Stuttgart','FC Schalke 04',16,1,N,15,2,0.264706,0.372549,0.529412,0.607843,2
'Hansa Rostock','1860 Munchen',16,1,N,12,11,0.352941,0.421569,0.352941,0.431373,2
'VfL Bochum','SC Freiburg',16,1,N,18,6,0.205882,0.264706,0.441176,0.539216,2
'FC Bayern Munchen','1. FC Kaiserslautern',16,1,U,1,8,0.558824,0.617647,0.441176,0.490196,2
'1. FC Koln','SV Werder Bremen',16,1,N,10,7,0.352941,0.45098,0.441176,0.519608,2
'FC Energie Cottbus','Hamburger SV',16,1,N,14,13,0.352941,0.382353,0.294118,0.401961,2
'Hertha BSC Berlin','Bayer 04 Leverkusen',16,1,N,5,4,0.529412,0.54902,0.5,0.558824,2
'SpVgg Unterhaching','FC Schalke 04',17,1,N,16,2,0.235294,0.343137,0.529412,0.607843,1
'VfL Wolfsburg','SC Freiburg',17,1,N,9,6,0.352941,0.460784,0.441176,0.539216,1
'VfB Stuttgart','Eintracht Frankfurt',17,1,S,15,17,0.264706,0.372549,0.294118,0.343137,1
'VfL Bochum','Bayer 04 Leverkusen',17,1,S,18,4,0.205882,0.264706,0.5,0.558824,1
'Hansa Rostock','SV Werder Bremen',17,1,S,12,7,0.352941,0.421569,0.441176,0.519608,1
'FC Bayern Munchen','Hamburger SV',17,1,S,1,13,0.558824,0.617647,0.294118,0.401961,1
'Hertha BSC Berlin','1. FC Kaiserslautern',17,1,N,5,8,0.529412,0.54902,0.441176,0.490196,1
'1. FC Koln','Borussia Dortmund',17,1,U,10,3,0.352941,0.45098,0.470588,0.568627,1
'FC Energie Cottbus','1860 Munchen',17,1,N,14,11,0.352941,0.382353,0.352941,0.431373,1
'FC Schalke 04','SpVgg Unterhaching',17,1,S,2,16,0.529412,0.607843,0.235294,0.343137,2
'SC Freiburg','VfL Wolfsburg',17,1,S,6,9,0.441176,0.539216,0.352941,0.460784,2
'Eintracht Frankfurt','VfB Stuttgart',17,1,N,17,15,0.294118,0.343137,0.264706,0.372549,2
'Bayer 04 Leverkusen','VfL Bochum',17,1,N,4,18,0.5,0.558824,0.205882,0.264706,2
'SV Werder Bremen','Hansa Rostock',17,1,N,7,12,0.441176,0.519608,0.352941,0.421569,2
'Hamburger SV','FC Bayern Munchen',17,1,N,13,1,0.294118,0.401961,0.558824,0.617647,2
'1. FC Kaiserslautern','Hertha BSC Berlin',17,1,S,8,5,0.441176,0.490196,0.529412,0.54902,2
'Borussia Dortmund','1. FC Koln',17,1,U,3,10,0.470588,0.568627,0.352941,0.45098,2
'1860 Munchen','FC Energie Cottbus',17,1,S,11,14,0.352941,0.431373,0.352941,0.382353,2
'SpVgg Unterhaching','Eintracht Frankfurt',18,1,S,16,17,0.235294,0.343137,0.294118,0.343137,1
'1. FC Koln','FC Schalke 04',18,1,U,10,2,0.352941,0.45098,0.529412,0.607843,1
'VfL Bochum','1. FC Kaiserslautern',18,1,N,18,8,0.205882,0.264706,0.441176,0.490196,1
'VfL Wolfsburg','Bayer 04 Leverkusen',18,1,S,9,4,0.352941,0.460784,0.5,0.558824,1
'VfB Stuttgart','SC Freiburg',18,1,U,15,6,0.264706,0.372549,0.441176,0.539216,1
'Hansa Rostock','Borussia Dortmund',18,1,N,12,3,0.352941,0.421569,0.470588,0.568627,1
'1860 Munchen','Hamburger SV',18,1,S,11,13,0.352941,0.431373,0.294118,0.401961,1
'FC Energie Cottbus','SV Werder Bremen',18,1,S,14,7,0.352941,0.382353,0.441176,0.519608,1
'Hertha BSC Berlin','FC Bayern Munchen',18,1,N,5,1,0.529412,0.54902,0.558824,0.617647,1
'Eintracht Frankfurt','SpVgg Unterhaching',18,1,N,17,16,0.294118,0.343137,0.235294,0.343137,2
'FC Schalke 04','1. FC Koln',18,1,U,2,10,0.529412,0.607843,0.352941,0.45098,2
'1. FC Kaiserslautern','VfL Bochum',18,1,S,8,18,0.441176,0.490196,0.205882,0.264706,2
'Bayer 04 Leverkusen','VfL Wolfsburg',18,1,N,4,9,0.5,0.558824,0.352941,0.460784,2
'SC Freiburg','VfB Stuttgart',18,1,U,6,15,0.441176,0.539216,0.264706,0.372549,2
'Borussia Dortmund','Hansa Rostock',18,1,S,3,12,0.470588,0.568627,0.352941,0.421569,2
'Hamburger SV','1860 Munchen',18,1,N,13,11,0.294118,0.401961,0.352941,0.431373,2
'SV Werder Bremen','FC Energie Cottbus',18,1,N,7,14,0.441176,0.519608,0.352941,0.382353,2
'FC Bayern Munchen','Hertha BSC Berlin',18,1,S,1,5,0.558824,0.617647,0.529412,0.54902,2
'FC Schalke 04','Hansa Rostock',19,1,S,2,12,0.529412,0.607843,0.352941,0.421569,1
'FC Bayern Munchen','VfL Bochum',19,1,S,1,18,0.558824,0.617647,0.205882,0.264706,1
'1. FC Kaiserslautern','VfL Wolfsburg',19,1,U,8,9,0.441176,0.490196,0.352941,0.460784,1
'SV Werder Bremen','1860 Munchen',19,1,S,7,11,0.441176,0.519608,0.352941,0.431373,1
'Borussia Dortmund','FC Energie Cottbus',19,1,S,3,14,0.470588,0.568627,0.352941,0.382353,1
'SC Freiburg','SpVgg Unterhaching',19,1,S,6,16,0.441176,0.539216,0.235294,0.343137,1
'Eintracht Frankfurt','1. FC Koln',19,1,N,17,10,0.294118,0.343137,0.352941,0.45098,1
'Hamburger SV','Hertha BSC Berlin',19,1,N,13,5,0.294118,0.401961,0.529412,0.54902,1
'Bayer 04 Leverkusen','VfB Stuttgart',19,1,S,4,15,0.5,0.558824,0.264706,0.372549,1
'Hansa Rostock','FC Schalke 04',19,1,N,12,2,0.352941,0.421569,0.529412,0.607843,2
'VfL Bochum','FC Bayern Munchen',19,1,N,18,1,0.205882,0.264706,0.558824,0.617647,2
'VfL Wolfsburg','1. FC Kaiserslautern',19,1,U,9,8,0.352941,0.460784,0.441176,0.490196,2
'1860 Munchen','SV Werder Bremen',19,1,N,11,7,0.352941,0.431373,0.441176,0.519608,2
'FC Energie Cottbus','Borussia Dortmund',19,1,N,14,3,0.352941,0.382353,0.470588,0.568627,2
'SpVgg Unterhaching','SC Freiburg',19,1,N,16,6,0.235294,0.343137,0.441176,0.539216,2
'1. FC Koln','Eintracht Frankfurt',19,1,S,10,17,0.352941,0.45098,0.294118,0.343137,2
'Hertha BSC Berlin','Hamburger SV',19,1,S,5,13,0.529412,0.54902,0.294118,0.401961,2
'VfB Stuttgart','Bayer 04 Leverkusen',19,1,N,15,4,0.264706,0.372549,0.5,0.558824,2
'1860 Munchen','Borussia Dortmund',20,1,S,11,3,0.352941,0.431373,0.470588,0.568627,1
'VfL Bochum','Hertha BSC Berlin',20,1,N,18,5,0.205882,0.264706,0.529412,0.54902,1
'SV Werder Bremen','Hamburger SV',20,1,S,7,13,0.441176,0.519608,0.294118,0.401961,1
'FC Energie Cottbus','FC Schalke 04',20,1,S,14,2,0.352941,0.382353,0.529412,0.607843,1
'VfL Wolfsburg','FC Bayern Munchen',20,1,N,9,1,0.352941,0.460784,0.558824,0.617647,1
'1. FC Koln','SC Freiburg',20,1,N,10,6,0.352941,0.45098,0.441176,0.539216,1
'VfB Stuttgart','1. FC Kaiserslautern',20,1,S,15,8,0.264706,0.372549,0.441176,0.490196,1
'SpVgg Unterhaching','Bayer 04 Leverkusen',20,1,N,16,4,0.235294,0.343137,0.5,0.558824,1
'Hansa Rostock','Eintracht Frankfurt',20,1,N,12,17,0.352941,0.421569,0.294118,0.343137,1
'Borussia Dortmund','1860 Munchen',20,1,N,3,11,0.470588,0.568627,0.352941,0.431373,2
'Hertha BSC Berlin','VfL Bochum',20,1,S,5,18,0.529412,0.54902,0.205882,0.264706,2
'Hamburger SV','SV Werder Bremen',20,1,N,13,7,0.294118,0.401961,0.441176,0.519608,2
'FC Schalke 04','FC Energie Cottbus',20,1,N,2,14,0.529412,0.607843,0.352941,0.382353,2
'FC Bayern Munchen','VfL Wolfsburg',20,1,S,1,9,0.558824,0.617647,0.352941,0.460784,2
'SC Freiburg','1. FC Koln',20,1,S,6,10,0.441176,0.539216,0.352941,0.45098,2
'1. FC Kaiserslautern','VfB Stuttgart',20,1,N,8,15,0.441176,0.490196,0.264706,0.372549,2
'Bayer 04 Leverkusen','SpVgg Unterhaching',20,1,S,4,16,0.5,0.558824,0.235294,0.343137,2
'Eintracht Frankfurt','Hansa Rostock',20,1,S,17,12,0.294118,0.343137,0.352941,0.421569,2
'Eintracht Frankfurt','FC Energie Cottbus',21,1,S,17,14,0.294118,0.343137,0.352941,0.382353,1
'Hamburger SV','VfL Bochum',21,1,S,13,18,0.294118,0.401961,0.205882,0.264706,1
'FC Schalke 04','1860 Munchen',21,1,S,2,11,0.529412,0.607843,0.352941,0.431373,1
'1. FC Kaiserslautern','SpVgg Unterhaching',21,1,S,8,16,0.441176,0.490196,0.235294,0.343137,1
'FC Bayern Munchen','VfB Stuttgart',21,1,S,1,15,0.558824,0.617647,0.264706,0.372549,1
'Hertha BSC Berlin','VfL Wolfsburg',21,1,N,5,9,0.529412,0.54902,0.352941,0.460784,1
'Bayer 04 Leverkusen','1. FC Koln',21,1,S,4,10,0.5,0.558824,0.352941,0.45098,1
'Borussia Dortmund','SV Werder Bremen',21,1,U,3,7,0.470588,0.568627,0.441176,0.519608,1
'SC Freiburg','Hansa Rostock',21,1,U,6,12,0.441176,0.539216,0.352941,0.421569,1
'FC Energie Cottbus','Eintracht Frankfurt',21,1,N,14,17,0.352941,0.382353,0.294118,0.343137,2
'VfL Bochum','Hamburger SV',21,1,N,18,13,0.205882,0.264706,0.294118,0.401961,2
'1860 Munchen','FC Schalke 04',21,1,N,11,2,0.352941,0.431373,0.529412,0.607843,2
'SpVgg Unterhaching','1. FC Kaiserslautern',21,1,N,16,8,0.235294,0.343137,0.441176,0.490196,2
'VfB Stuttgart','FC Bayern Munchen',21,1,N,15,1,0.264706,0.372549,0.558824,0.617647,2
'VfL Wolfsburg','Hertha BSC Berlin',21,1,S,9,5,0.352941,0.460784,0.529412,0.54902,2
'1. FC Koln','Bayer 04 Leverkusen',21,1,N,10,4,0.352941,0.45098,0.5,0.558824,2
'SV Werder Bremen','Borussia Dortmund',21,1,U,7,3,0.441176,0.519608,0.470588,0.568627,2
'Hansa Rostock','SC Freiburg',21,1,U,12,6,0.352941,0.421569,0.441176,0.539216,2
'1860 Munchen','Eintracht Frankfurt',22,1,U,11,17,0.352941,0.431373,0.294118,0.343137,1
'SV Werder Bremen','FC Schalke 04',22,1,S,7,2,0.441176,0.519608,0.529412,0.607843,1
'VfL Wolfsburg','VfL Bochum',22,1,U,9,18,0.352941,0.460784,0.205882,0.264706,1
'Hansa Rostock','Bayer 04 Leverkusen',22,1,S,12,4,0.352941,0.421569,0.5,0.558824,1
'SpVgg Unterhaching','FC Bayern Munchen',22,1,S,16,1,0.235294,0.343137,0.558824,0.617647,1
'FC Energie Cottbus','SC Freiburg',22,1,N,14,6,0.352941,0.382353,0.441176,0.539216,1
'Borussia Dortmund','Hamburger SV',22,1,S,3,13,0.470588,0.568627,0.294118,0.401961,1
'1. FC Koln','1. FC Kaiserslautern',22,1,N,10,8,0.352941,0.45098,0.441176,0.490196,1
'VfB Stuttgart','Hertha BSC Berlin',22,1,N,15,5,0.264706,0.372549,0.529412,0.54902,1
'Eintracht Frankfurt','1860 Munchen',22,1,U,17,11,0.294118,0.343137,0.352941,0.431373,2
'FC Schalke 04','SV Werder Bremen',22,1,N,2,7,0.529412,0.607843,0.441176,0.519608,2
'VfL Bochum','VfL Wolfsburg',22,1,U,18,9,0.205882,0.264706,0.352941,0.460784,2
'Bayer 04 Leverkusen','Hansa Rostock',22,1,N,4,12,0.5,0.558824,0.352941,0.421569,2
'FC Bayern Munchen','SpVgg Unterhaching',22,1,N,1,16,0.558824,0.617647,0.235294,0.343137,2
'SC Freiburg','FC Energie Cottbus',22,1,S,6,14,0.441176,0.539216,0.352941,0.382353,2
'Hamburger SV','Borussia Dortmund',22,1,N,13,3,0.294118,0.401961,0.470588,0.568627,2
'1. FC Kaiserslautern','1. FC Koln',22,1,S,8,10,0.441176,0.490196,0.352941,0.45098,2
'Hertha BSC Berlin','VfB Stuttgart',22,1,S,5,15,0.529412,0.54902,0.264706,0.372549,2
'Bayer 04 Leverkusen','FC Energie Cottbus',23,1,N,4,14,0.5,0.558824,0.352941,0.382353,1
'Hamburger SV','VfL Wolfsburg',23,1,S,13,9,0.294118,0.401961,0.352941,0.460784,1
'FC Bayern Munchen','1. FC Koln',23,1,U,1,10,0.558824,0.617647,0.352941,0.45098,1
'SC Freiburg','1860 Munchen',23,1,N,6,11,0.441176,0.539216,0.352941,0.431373,1
'FC Schalke 04','Borussia Dortmund',23,1,U,2,3,0.529412,0.607843,0.470588,0.568627,1
'Eintracht Frankfurt','SV Werder Bremen',23,1,N,17,7,0.294118,0.343137,0.441176,0.519608,1
'1. FC Kaiserslautern','Hansa Rostock',23,1,N,8,12,0.441176,0.490196,0.352941,0.421569,1
'VfL Bochum','VfB Stuttgart',23,1,U,18,15,0.205882,0.264706,0.264706,0.372549,1
'Hertha BSC Berlin','SpVgg Unterhaching',23,1,S,5,16,0.529412,0.54902,0.235294,0.343137,1
'FC Energie Cottbus','Bayer 04 Leverkusen',23,1,S,14,4,0.352941,0.382353,0.5,0.558824,2
'VfL Wolfsburg','Hamburger SV',23,1,N,9,13,0.352941,0.460784,0.294118,0.401961,2
'1. FC Koln','FC Bayern Munchen',23,1,U,10,1,0.352941,0.45098,0.558824,0.617647,2
'1860 Munchen','SC Freiburg',23,1,S,11,6,0.352941,0.431373,0.441176,0.539216,2
'Borussia Dortmund','FC Schalke 04',23,1,U,3,2,0.470588,0.568627,0.529412,0.607843,2
'SV Werder Bremen','Eintracht Frankfurt',23,1,S,7,17,0.441176,0.519608,0.294118,0.343137,2
